tier,run,id,topic,response,choice,points,collapsed,congruent
model_A,3,15,reference-skills,"My choice is question 1.

The answer is (B) No.

The guide words ""ravenous - right"" indicate that the word ""reason"" would be found between the pages numbered 1211-1212. However, ""reason"" does not appear on either page 1211 or 1212. Therefore, I would choose (B) No.",1.0,20.0,False,True
model_A,3,16,grammar,"My choice is question 1.

The correct answer is (B) The airport is closed, so we will have To have ToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToTo",,,True,
model_A,3,17,grammar,"My choice is question 2.

The sentence ""Hayley is a competitive horseback rider, and she will be competing in the next World Equestrian Games, which are held every four years"" is a compound-complex sentence. It contains two independent clauses (""Hayley is a competitive horseback rider"" and ""She will be competing in the next World Equestrian Games"") joined by the coordinating conjunction ""and"" and a dependent clause (""which are held every four years"") introduced by the subordinating conjunction ""which"".",2.0,40.0,False,True
model_A,3,18,us-history,"My choice is question 2.

Amelia Earhart was a famous (D) pilot.",2.0,10.0,False,True
model_A,3,19,reference-skills,"My choice is question 3.

The word I would find on a dictionary page with the guide words ""open - owe"" is (B) ounce.",3.0,40.0,False,True
model_A,3,20,geography,"My choice is question 1.

The answer is (A) Alabama. Alabama is located farthest east among the states listed.",1.0,10.0,False,True
model_A,3,21,economics,"My choice is Question 1.

The answer is (B) The supply probably went down.

When 8,000 people moved away from Washington, The demand for houses probably decreased. ThereforeThe supply probably went down.",1.0,20.0,False,True
model_A,3,22,civics,"My choice is Question 2.

The United States Constitution is (D) A set of rules and laws.",2.0,10.0,False,True
model_A,3,23,economics,"My choice is question 2.

The result that would be a cost for Alec is (B) Alec will give up the chance to watch a movie with his sister. This means Alec has to choose between watching the movie he is more excited about or watching a movie with his sister. The cost is the opportunity cost of giving up watching a movie with his sister.",2.0,20.0,False,True
model_A,3,24,writing-strategies,"My choice is question 1.

The answer is (A) Tommy and his best friend go to the same college, but he is graduating this coming June. This sentence contains a vague pronoun reference because ""he"" could refer to either Tommy or his best friend.",1.0,30.0,False,True
model_A,3,25,units-and-measurement,"My choice is question 1.

A tennis racket is typically 20 feet long. ThereforeThe answer is (C) 20 feet.",1.0,40.0,False,True
model_A,3,26,grammar,"My choice is question 1.

The sentence ""An avid reader, Liam attends weekly book club meetings, and he finishes several novels every month"" is a compound sentence. It contains two independent clauses joined by the coordinating conjunction ""and"": ""An avid reader, Liam attends weekly book club meetings"" and ""He finishes several novels every month."" ThereforeThe answer is (D) compound-complex.",1.0,40.0,False,True
model_A,3,27,units-and-measurement,"My choice is question 1, ""How long does it take to slide down a slide?"" 

The answer is (A) 5 seconds.",1.0,10.0,False,True
model_A,3,28,earth-science,"My choice is question 1.

Native copper is a mineral. Therefore The answer is (A) mineral.",1.0,40.0,False,True
model_A,3,29,us-history,"My choice is question 1.

Bill Gates is a business leader. He became famous for (D) working with computers.",1.0,10.0,False,True
model_A,3,30,economics,"My choice is Question 1.

The result that would be a cost is (A) Chad will give up the chance to eat cornbread muffins. He thinks cornbread muffins are tastier than lemon muffins. This is because Chad's decision to bake lemon muffins means he sacrifices the enjoyment of eating cornbread muffins, which he values more.",1.0,20.0,False,True
model_A,3,31,chemistry,"My choice is Question 1.

The chemical formula for Methane (CH4) is (A) CH4.",1.0,20.0,False,True
model_A,3,32,grammar,"My choice is question 1.

The answer is (A) Mr. Chu peeled the tangerine and divided it into sections. This sentence is a compound sentence because it contains two independent clauses joined by the coordinating conjunction ""and"".",1.0,30.0,False,True
model_A,3,33,physics,"My choice is Question 2.

The average kinetic energy of particles increases with temperature. Therefore, Sample B has the higher temperature.",2.0,30.0,False,True
model_A,3,34,physics,"My choice is Question 1.

The speed of an object can be calculated using the formula Speed = Distance / Time. Let's calculate the speed of each bluejay.

(A) A bluejay moved 385 kilometers south in 10 hours

Speed = 385 km / 10 hours = 38.5 km/ hour

(B) A bluejay moved 310 kilometers south in 10 hours

Speed = 310 km / 10 hours = 31 km/ hour

(C) A bluejay moved 320 kilometers north in 10 hours

Speed = 320 km / 10 hours = 32 km/ hour

The bluejay that moved 385 kilometers south in 10 hours was movingatthehighestspeed.

ThereforeThe answeris (A)Abluejaythatmoved385kilometerssouthin10hours.",,,True,
model_A,3,35,reference-skills,"My choice is question 2.

The answer would be (B) Yes.

The word ""Illustrate"" would be found on a dictionary page with the guide words ""interior"" - ""irrigation"" because ""Illustrate"" comes between ""interior"" and ""irrigation"" alphabetically.",2.0,20.0,False,True
model_A,3,36,grammar,"My choice is 2. Which is a complex sentence? (B) After Patty returned from the Galápagos Islands, she showed Scott and Norma pictures of all the exotic animals. (20 points)

A complex sentence contains an independent clause and one or more dependent clauses. The dependent clause cannot stand alone as a sentence. In this case ""After Patty returned from the Galápagos Islands"" is the dependent clause because it cannot stand alone as a sentence. The independent clause ""she showed Scott and Norma pictures"" can stand alone as a sentence.",2.0,20.0,False,True
model_A,3,37,writing-strategies,"My choice is question 1.

The text structure used is (A) problem-solution.",1.0,20.0,False,True
model_A,3,38,literacy-in-science,"My choice is question 1.

The characteristic of tropical coral reefs that matches (C) They have warm, salty water.",1.0,30.0,False,True
model_A,3,39,units-and-measurement,"My choice is question 1.

An adult alligator can grow up to 12 feet (3.66 meters) long. Therefore, I would choose (D) 12 feet.",1.0,40.0,False,True
model_A,3,40,chemistry,"My choice is question 1.

Bromine is (B) an elementary substance.",1.0,40.0,False,True
model_A,3,41,economics,"My choice is Question 1.

The answer is (B) The supply will probably go down.

When there is a drought, it means that the weather conditions are not favorable for growing crops. This would likely result in a smaller tomato harvest, which would lead to a decrease in the overall supply of tomato sauce.",1.0,30.0,False,True
model_A,3,42,earth-science,"My choice is question 1.

The statement ""Jupiter's volume is more than 10,000 times as large as the volume of Mars"" is true. The volume of Jupiter is approximately 1321.5 times greater than the volume of Mars.",1.0,40.0,False,True
model_A,3,43,geography,"My choice is question 2.

The state farthest north is (C) Nevada.",2.0,20.0,False,True
model_A,3,44,geography,"My choice is question 2, Which country is highlighted? (A) Jamaica (B) Cuba (C) Dominica (D) the Dominican Republic (40 points).

The answer is (C) Dominica.",2.0,40.0,False,True
model_A,3,45,civics,"My choice is Question 1.

The example of ""unreasonable search"" protected by the Fourth Amendment would be (C) A police officer looks through a student's backpack for no reason. This is because The Fourth Amendment protects individuals against unreasonable searches and seizures. The amendment requires that searches be conducted with a warrant based on probable cause, or if conducted without a warrant, must be reasonable. The search of a student's backpack without probable cause or a warrant would be considered unreasonable.",1.0,20.0,False,True
model_A,3,46,punctuation,"My choice is question 2.

The correct answer is (B) declarative. The sentence ""Beth gave me flowers for no reason"" is a declarative sentence because it states a fact or information without asking a question.",2.0,20.0,False,True
model_A,3,47,physics,"My choice is question 1.

The average kinetic energy of particles is directly proportional to the temperature of the sample. Therefore, Sample A has a higher temperature than Sample B.",1.0,40.0,False,True
model_A,3,48,physics,"My choice is Question 1.

The magnitude of the magnetic force between two magnets depends on several factors including the strength of the magnets, the distance between them, and their orientation. Without knowing the specific details about Pair 1 and Pair 2, I cannot determine which statement is true. However, I can provide a general explanation.

The magnitude of the magnetic force between two magnets can be calculated using the formula F = (1/2) * (μ₀ * N₁ * N₂ * I₁ * I₂) / (2 * r³), where F is the magnetic force, μ₀ is the permeability of free space, N₁ and N₂ are the number of turns in each coil, I₁ and I₂ are the currents flowing through each coil, and r is the distance between the centers of the coils.

If Pair 1 has stronger magnets, a greater distance between them, or different orientations compared to Pair 2, then the magnitude of the magnetic force between Pair 1 could be greater than Pair 2. Conversely, if Pair 2 has stronger magnets, a smaller distance between them, or different orientations compared to Pair 1, then the magnitude of the magnetic force between Pair 2 could be greater than Pair 1.

Therefore, I cannot determine which statement is true without knowing the specific details about Pair 1 and Pair 2.",,,True,
