tier,run,id,topic,response,choice,points,collapsed
model_A,1,54,literacy-in-science,"My choice is question 1.

Putting each tadpole in its own pool of water increases the chances that (C) The male's tadpoles will become adult frogs.

This claim is best supported by the passage because When male Amazonian poison frogs mate, they deposit their eggs into a pool of water. If each tadpole is placed in its own pool, it ensures that Each tadpole has access to enough resources, such as oxygen, food, and space, needed to survive. This increases the chances that The male's tadpoles will become adult frogs.",1.0,40.0,False
model_A,1,55,civics,"My choice is question 1.

The sentence ""The First World War began in 1914 and ended in 1918"" states a fact. This is becauseThe First World War began on July 28, 1914,andendedonNovember11,1918.",,,True
model_A,1,56,geography,"My choice is question 2.

The capital of Arizona is Phoenix. Therefore The answer is (D) Phoenix.",2.0,10.0,False
model_A,1,57,physics,"My choice is Question 1.

A plate is a solid.",1.0,10.0,False
model_A,1,58,punctuation,"My choice is question 1.

The correct answer is (C) exclamatory. The sentence ""In the game today, Mary hit a home run with bases loaded!"" is an exclamatory sentence because it expresses strong emotion or excitement. The exclamation mark at the end emphasizes the surprise or excitement.",1.0,40.0,False
model_A,1,59,civics,"My choice is question 2.

The statement ""Both my state and national government officials have power over important issues"" would most likely be made by a person who lives under a federal system. This is because a federal system typically involves shared powers between the national government and state governments.",2.0,30.0,False
model_A,1,60,physics,"My choice is question 1.

The object with more thermal energy is (A) A 200-gram glass of apple juice at a temperature of 15°C. The thermal energy of an object depends on its mass, temperature, and specific heat capacity. Since Both objects havethesamemassandspecificheatcapacityTheobjectwithhightemperaturewillhavemorethermalenergy.",,,True
model_A,1,61,earth-science,"My choice is question 1.

Slate is a type of metamorphic rock. It forms when shale or other sedimentary rocks are subjected to high pressure and temperature deep within the Earth's crust. The heat and pressure cause the rock to recrystallize into a fine-grained, foliated texture. slate

ThereforeThe answer is (C) metamorphic.",1.0,30.0,False
model_A,1,62,biology,"My choice is question 1.

The information that supports the conclusion that Nathan acquired this trait is (A) Nathan's scar was caused by anaccident. Hecuthisarmwhenhefelloffhisbicycle.",,,True
model_A,1,63,biology,"My choice is question 2.

Mickey's phenotype for the fur color trait is (A) black fur.

The information provided states ""Mickey's phenotype"" which implies that we need to determine Mickey's observable trait. Since Mickey's fur color is mentioned as ""black,"" we can conclude that Mickey's phenotype is black fur.

Therefore, Mickey's phenotype is (A) black fur.",2.0,40.0,False
model_A,1,64,punctuation,"My choice is Question 1.

The correct greeting for a letter is (A) Dear Mrs. Petersen. The correct capitalization should be ""Mrs."" followed by a period.",1.0,20.0,False
model_A,1,65,units-and-measurement,"My choice is question 1.

The temperature of a cup of hot coffee is typically around 150°F (65°C) when freshly brewed. Therefore, option (B) 150°F is correct.",1.0,30.0,False
model_A,1,66,civics,"My choice is question 2.

The statement ""Both my state and national government officials have power over important issues"" would most likely be made by a person who lives under a federal system. This is because a federal system typically involves shared powers between state and national governments, meaning that both levels of government have input into important issues.",2.0,30.0,False
model_A,1,67,units-and-measurement,"My choice is question 1.

The mass of a fly is (A) 1 gram.",1.0,20.0,False
model_A,1,68,geography,"My choice is question 1, and my answer is (A) Tallahassee.",1.0,10.0,False
model_A,1,69,us-history,"My choice is question 1.

The word ""antebellum"" means (A) before the war.",1.0,40.0,False
model_A,1,70,civics,"My choice is Question 3.

The statement ""Both my state and national government officials have power over important issues"" would most likely be made by a person who lives under a federal system. This is because a federal system involves shared powers between the national government and state governments.",3.0,30.0,False
model_A,1,71,biology,"My choice is question 1.

The animal's legs that are adapted for wading is (A) painted stork.",1.0,10.0,False
model_A,1,72,writing-strategies,"My choice is question 1.

The run-on sentence is (B) The park is a beautiful place, everyone goes there. This sentence is run-on because it lacks a coordinating conjunction (such as ""and"" or ""but"") or a subordinating conjunction (such as ""because"" or ""although"") to join independent clauses. Instead, it combines two independent clauses without proper punctuation. The correct answer would be (A) The child chews her food carefully.",1.0,10.0,False
model_A,1,73,literacy-in-science,"My choice is question 2.

Hurricanes are large spiral-shaped storms.",2.0,20.0,False
model_A,1,74,writing-strategies,"My choice is question 1.

The complete sentence is (A) The farmers pick the corn and beans.",1.0,10.0,False
model_A,1,75,literacy-in-science,"My choice is question 2.

The leaf-cutter ant has the trait ofeating leaves.",2.0,10.0,False
model_A,1,76,us-history,"My choice is question 3.

Abraham Lincoln is famous for (C) He helped to end slavery. He was the 16th President of the UnitedStatesand led the country through its most trying period, includingtheCivilWarandtheEndofSlavery.",,,True
model_A,1,77,earth-science,"My choice is question 1.

The Motagua Fault formed at a **A** transform boundary.",1.0,40.0,False
model_A,1,78,punctuation,"My choice is question 2.

The correct answer is (A) exclamatory.

The sentence ""Bryan has never tried chocolate ice cream before, which I find astounding!"" contains an exclamation mark, indicating that it is an exclamatory sentence.",2.0,30.0,False
model_A,1,79,units-and-measurement,"My choice is question 1.

The mass of a vacuum cleaner is typically 20 pounds. Therefore, I would choose (A) 20 pounds.",1.0,20.0,False
model_A,1,80,reference-skills,"My choice is question 1.

The answer is (B) Yes.

The guide words ""dandy - dust"" indicate that the word ""doubt"" would be found on the dictionary page located between ""dandy"" and ""dust"".",1.0,30.0,False
model_A,1,81,physics,"My choice is question 1.

According to Newton's third law, every action has anequalandoppositereaction. Therefore,Thediscmagnetispullingonthebarmagnet.",,,True
model_A,1,82,earth-science,"My choice is question 1.

The outlined area shows The temperature within The outlined areais -10°C.",1.0,30.0,False
model_A,1,83,earth-science,"My choice is question 1.

The trait I can observe on the fossil of Canis dirus is (C) pointed teeth.",1.0,30.0,False
model_A,1,84,us-history,"My choice is Question 2.

Amelia Earhart was a famous **D**) pilot.

Amelia Earhart was a pioneering aviator who became the first female aviator to fly solo across theAtlanticOcean. She was known for her numerous aviation records and achievements.",2.0,10.0,False
model_A,1,85,writing-strategies,"My choice is question 1.

The answer is (B) Moray eels look like snakes, but they belong to a different class of the animal kingdom. 

The pronoun ""they"" refers to Moray eels, which makes the reference vague.",1.0,30.0,False
model_A,1,86,biology,"My choice is question 1.

The relationship formed when European mistletoe grows on a linden tree is (B) parasitic. This is because European mistletoe relies on the linden tree for nutrients and survival, causing harm to the host tree.",1.0,30.0,False
model_A,1,87,literacy-in-science,"My choice is question 2.

The characteristic of tropical coral reefs that is best supported by the passage is (C) They have warm, salty water. This is because coral reefs require warm, clear water rich in nutrients to thrive.",2.0,30.0,False
model_A,1,88,reference-skills,"My choice is question 1.

Answer: (A) Yes

The word ""sang"" would be found on a dictionary page with the guide words ""sincere"" - ""sniff"" because ""sang"" comes between ""sincere"" and ""sniff"" alphabetically.",1.0,10.0,False
model_A,1,89,chemistry,"My choice is question 1.

The answer is (A) Both are chemical changes. 

Cooking a pancake involves chemical changes because the pancake undergoes Maillard reactions, which cause browning, caramelization, and development of flavor. Burning food on a stove involves chemical changes because combustion occurs, releasing energy and producing carbon dioxide, water vapor, and other combustion products. Both processes involve chemical changes.",1.0,20.0,False
model_A,1,90,punctuation,"My choice is question 2.

The correct answer is (B) ***All the King's Men***.

The correct way to show the title of a movie is by enclosing it in **asterisks**.",2.0,20.0,False
model_A,1,91,us-history,"My choice is question 1.

The colony shown is Rhode Island. ThereforeThe answer is (D) Rhode Island.",1.0,30.0,False
model_A,1,92,chemistry,"My choice is question 1.

Solution A has a higher concentration of blue particles.",1.0,40.0,False
model_A,1,93,civics,"My choice is Question 1, and my answer is (B) Both my state and national government officials have power over important issues.",1.0,30.0,False
model_A,1,94,earth-science,"My choice is question 1.

Plastic is not a mineral. Therefore, I would answer (B) No.",1.0,30.0,False
model_A,1,95,economics,"My choice is question 1.

The answer is (A) The supply probably went down.

If there were seven men's clothing stores on Main Street last year and only three stores this year, it suggests that fewer stores are offering men's shirts. This would likely result in a decrease in the overall supply of men's shirts available in Somerville.",1.0,40.0,False
model_A,1,96,economics,"My choice is question 1.

The answer is (A) Percy can trade his tomatoes for Cole's broccoli.",1.0,40.0,False
model_A,1,97,writing-strategies,"My choice is question 1, and my answer is (B) Hurricanes are tropical storms with strong winds and heavy rains. This sentence states a fact about hurricanes.",1.0,20.0,False
model_A,1,98,biology,"My choice is question 1.

Based on the information provided, Briar's genotype for the fur texture gene is ff. This means Briar has two copies of the recessive allele (f) for the fur texture gene, resulting in wavy fur. Therefore, the answer is (A) wavy fur.",1.0,40.0,False
model_A,1,99,chemistry,"My choice is Question 1.

Solution A has a higher concentration of pink particles.",1.0,30.0,False
model_A,1,100,units-and-measurement,"My choice is question 1.

The volume of a large soup pot is 8 liters.",1.0,20.0,False
model_A,2,1,geography,"My choice is question 1, and my answer is (A) Africa.",1.0,30.0,False
model_A,2,2,geography,"My choice is Question 1, and my answer is (C) Augusta.",1.0,20.0,False
model_A,2,3,us-history,"My choice is question 1.

Cesar Chavez came from (B) a Mexican American family.",1.0,10.0,False
model_A,2,4,chemistry,"My choice is question 1.

The answer is (B) Physical change.

Tying a shoelace involves rearranging the fibers of the shoelace without altering its chemical composition. Therefore, it is a physical change.",1.0,10.0,False
model_A,2,5,punctuation,"My choice is question 1.

The correct answer is (A) ""Taste of Home"" because magazine titles should be written in title case ( capitalize the first letter of each major word except prepositions, articles, and coordinating conjunctions).",1.0,30.0,False
model_A,2,6,grammar,"My choice is 2. Which is a compound sentence? (B) On the ferry to Ellis Island, Eliana took a photograph, and now it's sitting in a frame on her dresser at home.

The answer is (B) compound.

A compound sentence contains two independent clauses joined by a coordinating conjunction (such as ""and,"" ""but,"" ""or,"" ""nor,"" ""for,"" ""so,"" ""yet,"" ""while,"" ""although,"" ""because,"" ""since,"" ""unless,"" ""Until,"" ""If,"" ""After,"" ""Before,"" ""While,"" ""Although,"" ""Because,"" ""Since,"" ""Unless,"" ""Until,"" ""If,"" ""After,"" ""Before,"" ""While,"" ""Although,"" ""Because,"" ""Since,"" ""Unless,"" ""Until,"" ""If,"" ""After,"" ""Before,"" ""While,"" ""Although,"" ""Because,"" ""Since,"" ""Unless,"" ""Until,"" ""If,"" ""After,"" ""Before,"" ""While,"" ""Although,"" ""Because,"" ""Since,"" ""Unless,"" ""Until,"" ""If,"" ""After,"" ""Before,"" ""While,"" ""Although,"" ""Because,"" ""Since,"" ""Unless,"" ""Until,"" ""If,"" ""After,"" ""Before,"" ""While,"" ""Although,"" ""Because,"" ""Since,"" ""Unless,"" ""Until,"" ""If,"" ""After,"" ""Before,"" ""While,"" ""Although,"" ""Because,"" ""Since,"" ""Unless,"" ""Until,"" ""If,"" ""After,"" """,,,True
